731115,20010922,     5, -1,  14,     3,  1,   7
731122,20010929,     1, -1,  45,     5,  1,  21
731122,20010929,     2, -1,  35,     6,  1,  31
731122,20010929,     3, -1,  42,     8,  1,  14
731122,20010929,     7,  1,  37,     4, -1,  16
731129,20011006,     4, -1,  30,     8,  1,  29
731136,20011013,     1,  1,  24,     8, -1,  13
731136,20011013,     2, -1,  24,     4,  1,  20
731136,20011013,     6,  1,  31,     5, -1,   3
731143,20011020,     2,  1,  63,     1, -1,  33
731143,20011020,     3, -1,  26,     6,  1,  24
731143,20011020,     7,  1,  35,     8, -1,   0
731150,20011027,     2, -1,  59,     5,  1,  21
731150,20011027,     3,  1,  19,     7, -1,  17
731150,20011027,     6, -1,  47,     8,  1,  26
731150,20011027,     4,  1,  52,     1, -1,  33
731155,20011101,     2,  1,  56,     3, -1,  34
731157,20011103,     4, -1,  20,     5,  1,  15
731157,20011103,     7, -1,  42,     6,  1,  14
731162,20011108,     3,  1,  28,     1, -1,  21
731164,20011110,     2, -1,  41,     8,  1,  34
731164,20011110,     4,  1,  27,     6, -1,  17
731164,20011110,     7,  1,  17,     5, -1,   3
731171,20011117,     2,  1,  24,     7, -1,  21
731171,20011117,     3, -1,  24,     4,  1,  17
731171,20011117,     6, -1,  34,     1,  1,  10
731171,20011117,     5,  1,  38,     8, -1,  16
731185,20011201,     1,  1,  38,     7, -1,  37
