731836,20030913,     2, -1,  10,     4,  1,   7
731843,20030920,     1,  1,  35,     8, -1,  29
731850,20030927,     1, -1,  24,     2,  1,  10
731850,20030927,     7, -1,  28,     3,  1,  21
731857,20031004,     2, -1,  44,     5,  1,  36
731862,20031009,     3, -1,  58,     2,  1,  13
731864,20031011,     1,  1,  24,     6, -1,   7
731864,20031011,     7,  1,  27,     5, -1,   6
731869,20031016,     3,  1,  30,     1, -1,  20
731871,20031018,     4, -1,  30,     5,  1,   7
731871,20031018,     7, -1,  28,     6,  1,  10
731871,20031018,     8,  1,  13,     2, -1,  10
731878,20031025,     2, -1,  27,     6,  1,  20
731878,20031025,     4, -1,  47,     7,  1,  35
731878,20031025,     5,  1,  25,     8, -1,  20
731885,20031101,     6, -1,  37,     4,  1,  35
731885,20031101,     7, -1,  45,     1,  1,  43
731885,20031101,     8,  1,  35,     3, -1,  28
731891,20031107,     4,  1,  37,     3, -1,  34
731892,20031108,     5, -1,   7,     6,  1,   0
731899,20031115,     3,  1,  21,     5, -1,   6
731899,20031115,     4,  1,  24,     1, -1,  12
731899,20031115,     7,  1,  47,     8, -1,  17
731906,20031122,     3, -1,  24,     6,  1,  23
731906,20031122,     4, -1,  26,     8,  1,   3
731906,20031122,     5,  1,  24,     1, -1,   3
731906,20031122,     7, -1,   3,     2,  1,   0
731913,20031129,     6, -1,  35,     8,  1,  24
