731465,20020907,     1,  1,  38,     4, -1,  31
731486,20020928,     1, -1,  30,     7,  1,  26
731500,20021012,     1,  1,  52,     2, -1,   9
731500,20021012,     3,  1,  44,     8, -1,  36
731500,20021012,     4, -1,  25,     6,  1,  16
731500,20021012,     5,  1,  36,     7, -1,  17
731507,20021019,     3, -1,  28,     7,  1,  20
731507,20021019,     6, -1,  24,     2,  1,   3
731507,20021019,     5, -1,  24,     8,  1,  20
731512,20021024,     3,  1,  37,     2, -1,  10
731514,20021026,     4,  1,  42,     7, -1,  35
731514,20021026,     5,  1,  31,     6, -1,  21
731514,20021026,     8,  1,  34,     1, -1,  26
731519,20021031,     3, -1,  31,     1,  1,  12
731521,20021102,     2,  1,  34,     5, -1,  10
731521,20021102,     6,  1,  49,     8, -1,  48
731528,20021109,     2,  1,  35,     8, -1,  31
731528,20021109,     4,  1,  15,     5, -1,   8
731528,20021109,     7,  1,  28,     6, -1,  17
731535,20021116,     1, -1,  49,     6,  1,  32
731535,20021116,     3, -1,  49,     5,  1,  21
731535,20021116,     4, -1,  20,     2,  1,  16
731535,20021116,     7, -1,  23,     8,  1,  18
731542,20021123,     3,  1,  22,     4, -1,  14
731542,20021123,     5, -1,  38,     1,  1,  34
731542,20021123,     7,  1,  13,     2, -1,   6
731549,20021130,     6, -1,  36,     3,  1,  33
731549,20021130,     4,  1,  49,     8, -1,  20
