735133,20120922,     9,  1,  38,     1, -1,  35
735133,20120922,     6, -1,  69,     5,  1,  24
735140,20120929,     2, -1,  32,     7,  1,  29
735140,20120929,     1,  1,  42,     3, -1,  21
735140,20120929,     4,  1,  52,     8, -1,  40
735147,20121006,     4, -1,  28,     3,  1,   7
735147,20121006,     6,  1,  35,    10, -1,  28
735147,20121006,     8,  1,  52,     5, -1,  14
735154,20121013,     8,  1,  38,     3, -1,  14
735154,20121013,     1, -1,  28,    10,  1,  27
735154,20121013,     6, -1,  42,     9,  1,  37
735154,20121013,     7, -1,  35,     5,  1,  23
735154,20121013,     2,  1,  20,     4, -1,  10
735161,20121020,     4,  1,  42,    10, -1,  14
735161,20121020,     1,  1,  28,     7, -1,  23
735161,20121020,     2,  1,  32,     9, -1,   7
735161,20121020,     8, -1,  39,     6,  1,  38
735167,20121026,     1,  1,  48,     6, -1,  31
735168,20121027,     3,  1,  42,     5, -1,  27
735168,20121027,     8,  1,  24,     9, -1,  13
735168,20121027,     4, -1,  49,     7,  1,  32
735168,20121027,     2, -1,  45,    10,  1,  14
735175,20121103,    10,  1,  45,     3, -1,  31
735175,20121103,     4,  1,  45,     5, -1,  10
735175,20121103,     9,  1,  35,     7, -1,   7
735175,20121103,     8, -1,  21,     2,  1,  19
735182,20121110,     3,  1,  33,     9, -1,  11
735182,20121110,    10, -1,  28,     7,  1,  23
735182,20121110,     8,  1,  28,     1, -1,   9
735182,20121110,     2, -1,  49,     5,  1,  14
735182,20121110,     4, -1,  52,     6,  1,  36
735188,20121116,     1,  1,  21,     5, -1,   7
735189,20121117,     6, -1,  31,     7,  1,  24
735189,20121117,    10, -1,  28,     9,  1,  23
735189,20121117,     2,  1,  42,     3, -1,  14
735196,20121124,     5,  1,  48,     9, -1,  10
735196,20121124,     8, -1,  42,    10,  1,  28
735196,20121124,     3,  1,  24,     7, -1,  20
735196,20121124,     4,  1,  48,     1, -1,  15
735203,20121201,     2, -1,  27,     6,  1,  21
