734391,20100911,     1,  1,  35,     2, -1,  14
734391,20100911,     8,  1,  38,     7, -1,  10
734398,20100918,     8, -1,  56,     4,  1,  14
734405,20100925,     1, -1,  20,     9,  1,  14
734405,20100925,     7,  1,  45,     4, -1,  10
734412,20101002,     6, -1,  27,     3,  1,   0
734419,20101009,     1,  1,  49,     3, -1,  27
734419,20101009,     2,  1,  24,     5, -1,  21
734419,20101009,     6,  1,  45,     9, -1,   0
734426,20101016,     5,  1,  27,     1, -1,  25
734426,20101016,     6,  1,  31,     2, -1,   3
734426,20101016,     3,  1,  43,     7, -1,  10
734426,20101016,     8, -1,  30,     9,  1,   6
734433,20101023,     6,  1,  38,     1, -1,   7
734433,20101023,     2,  1,  25,     9, -1,  20
734433,20101023,     8,  1,  59,     3, -1,   6
734433,20101023,     5, -1,  30,     4,  1,  20
734440,20101030,     8, -1,  28,     1,  1,  23
734440,20101030,     3,  1,  38,     4, -1,  14
734440,20101030,     6, -1,  48,     7,  1,   6
734440,20101030,     5, -1,  48,     9,  1,  38
734447,20101106,     2,  1,  55,     7, -1,   7
734447,20101106,     5,  1,  24,     3, -1,  19
734447,20101106,     4,  1,  34,     9, -1,  31
734447,20101106,     6, -1,  47,     8,  1,   7
734454,20101113,     1,  1,  48,     4, -1,  23
734454,20101113,     2, -1,  49,     3,  1,  10
734454,20101113,     7,  1,  42,     9, -1,  16
734454,20101113,     6,  1,  40,     5, -1,  35
734459,20101118,     1, -1,  35,     7,  1,  20
734461,20101120,     2,  1,  40,     4, -1,   7
734461,20101120,     9,  1,  44,     3, -1,   0
734461,20101120,     8, -1,  38,     5,  1,  34
734468,20101127,     8,  1,  17,     2, -1,  16
734468,20101127,     5,  1,  48,     7, -1,  14
734468,20101127,     6, -1,  66,     4,  1,  17
