737296,20180825,     5, -1,  43,     3,  1,  34
737324,20180922,    11,  1,  42,     1, -1,  32
737331,20180929,     6, -1,  28,     1,  1,  25
737331,20180929,     5, -1,  44,     9,  1,  41
737331,20180929,     2, -1,  34,    12,  1,  14
737338,20181006,     8, -1,  19,     2,  1,  13
737338,20181006,     3, -1,  42,     9,  1,  30
737338,20181006,     4, -1,  21,     6,  1,   3
737338,20181006,     5,  1,  17,    12, -1,  13
737338,20181006,     7, -1,  50,    10,  1,  14
737344,20181012,     8,  1,  21,     1, -1,  17
737345,20181013,     2, -1,  31,     6,  1,  27
737345,20181013,     3,  1,  20,     7, -1,  18
737345,20181013,     4,  1,  27,    12, -1,   3
737345,20181013,    11,  1,  59,    10, -1,  28
737351,20181019,     1, -1,  41,    10,  1,  35
737351,20181019,     2,  1,  56,     3, -1,  28
737352,20181020,     4, -1,  38,     7,  1,   7
737352,20181020,     6, -1,  40,     5,  1,  22
737352,20181020,     8,  1,  16,     9, -1,  13
737352,20181020,    11, -1,  24,    12,  1,  16
737358,20181026,    12, -1,  34,     3,  1,  21
737359,20181027,     2, -1,  48,     1,  1,  38
737359,20181027,     4,  1,  50,     5, -1,  20
737359,20181027,     6,  1,  28,     8, -1,  24
737359,20181027,    11,  1,  61,     7, -1,  19
737359,20181027,     9,  1,  50,    10, -1,  37
737366,20181103,     4, -1,  48,    10,  1,   3
737366,20181103,    11, -1,  56,     5,  1,  17
737366,20181103,     8, -1,  31,     7,  1,  23
737366,20181103,    12,  1,  24,     9, -1,   9
737372,20181109,     2,  1,  24,     4, -1,  17
737373,20181110,     1,  1,  42,     7, -1,  24
737373,20181110,     6,  1,  49,     3, -1,  10
737373,20181110,    10, -1,  27,     8,  1,  24
737373,20181110,    11,  1,  62,     9, -1,  24
737379,20181116,     2, -1,  45,     7,  1,  14
737380,20181117,    12,  1,  35,     1, -1,  27
737380,20181117,    11, -1,  29,     3,  1,  24
737380,20181117,     4,  1,  23,     8, -1,  14
737380,20181117,     5,  1,  35,    10, -1,  28
737380,20181117,     6, -1,  21,     9,  1,  12
737385,20181122,     1,  1,  27,     3, -1,  19
737387,20181124,     2,  1,  33,    11, -1,  24
737387,20181124,     4,  1,  31,     9, -1,  13
737387,20181124,     5, -1,  31,     8,  1,  30
737387,20181124,    10,  1,  34,     6, -1,  29
737387,20181124,    12, -1,  31,     7,  1,   3
737394,20181201,     4, -1,  19,     2,  1,  16
