735112,20120901,     7, -1,  41,     1,  1,  32
735114,20120903,    11,  1,  20,     5, -1,  17
735119,20120908,    12,  1,  28,     9, -1,  27
735126,20120915,     4,  1,  52,    12, -1,   0
735126,20120915,     5,  1,  56,    10, -1,  20
735133,20120922,     4,  1,  49,     2, -1,  37
735133,20120922,     7, -1,  42,     5,  1,  36
735140,20120929,     3, -1,  34,    12,  1,  27
735140,20120929,     7,  1,  44,     8, -1,  37
735140,20120929,     2, -1,  45,     1,  1,  31
735147,20121006,     3,  1,  42,    10, -1,  17
735147,20121006,     2,  1,  47,     5, -1,  31
735147,20121006,     6,  1,  19,    12, -1,  14
735147,20121006,     9,  1,  48,    11, -1,  34
735147,20121006,     8,  1,  17,     4, -1,  16
735154,20121013,     4,  1,  51,     1, -1,   7
735154,20121013,     9, -1,  18,     7,  1,  14
735154,20121013,     6, -1,  27,    10,  1,  20
735154,20121013,    11,  1,  41,     3, -1,  20
735161,20121020,     5,  1,  37,     1, -1,  17
735161,20121020,    12, -1,  16,    10,  1,  10
735161,20121020,     3,  1,  33,     9, -1,  30
735161,20121020,     2,  1,  38,    11, -1,  17
735161,20121020,     8, -1,  20,     6,  1,  18
735161,20121020,     4, -1,  33,     7,  1,  20
735166,20121025,     2, -1,  42,    12,  1,  13
735168,20121027,     1,  1,  20,     6, -1,  17
735168,20121027,     4,  1,  48,     3, -1,   7
735168,20121027,     9,  1,  43,     8, -1,  35
735173,20121101,     7,  1,  30,    11, -1,  12
735175,20121103,     2, -1,  56,     3,  1,  20
735175,20121103,    10, -1,  33,     8,  1,   6
735175,20121103,     5, -1,  33,     6,  1,  13
735175,20121103,    12,  1,  28,     1, -1,  14
735180,20121108,     4, -1,  28,    11,  1,  22
735182,20121110,     2,  1,  45,     6, -1,  10
735182,20121110,     8,  1,  37,    12, -1,   6
735182,20121110,     5, -1,  68,     9,  1,  50
735182,20121110,    10,  1,  41,     7, -1,  40
735187,20121115,     9, -1,  37,    10,  1,  13
735189,20121117,     2,  1,  62,     8, -1,  48
735189,20121117,    11, -1,  30,     1,  1,  23
735189,20121117,     4, -1,  41,     6,  1,  14
735189,20121117,     5,  1,  42,     3, -1,  24
735196,20121124,    11,  1,  17,    10, -1,  14
735196,20121124,     8,  1,  27,     1, -1,  10
735196,20121124,     9,  1,  45,     6, -1,  38
735196,20121124,     7, -1,  52,     3,  1,  45
735203,20121201,     4,  0,  21,     5,  0,  15
