730366,19990904,     8, -1,  20,     7,  1,  17
730373,19990911,     1,  1,  33,     8, -1,  14
730373,19990911,     3,  1,  41,     4, -1,  35
730380,19990918,     3,  1,  42,     6, -1,  11
730380,19990918,     8,  1,  35,     9, -1,   7
730387,19990925,     3, -1,  42,     7,  1,  10
730387,19990925,     9,  1,  31,     6, -1,   7
730392,19990930,     4,  1,  49,     5, -1,  31
730394,19991002,     1,  1,  31,     7, -1,  20
730394,19991002,     3,  0,  51,     2,  0,  23
730401,19991009,     2, -1,  24,     8,  1,  17
730401,19991009,     4,  1,  31,     7, -1,  24
730401,19991009,     5, -1,  17,     9,  1,  14
730401,19991009,     6,  1,  35,     1, -1,  31
730408,19991016,     1, -1,  42,     5,  1,  30
730408,19991016,     3,  1,  33,     9, -1,  10
730408,19991016,     4, -1,  38,     2,  1,  31
730408,19991016,     8, -1,  47,     6,  1,  26
730415,19991023,     3, -1,  17,     1,  1,  14
730415,19991023,     5,  1,  45,     7, -1,   7
730415,19991023,     6, -1,  31,     2,  1,  24
730422,19991030,     1, -1,  12,     9,  1,   3
730422,19991030,     2, -1,  25,     5,  1,  22
730422,19991030,     3, -1,  35,     8,  1,  10
730422,19991030,     4,  1,  48,     6, -1,  21
730429,19991106,     1,  1,  58,     2, -1,   7
730429,19991106,     6,  1,  30,     5, -1,  17
730429,19991106,     8,  1,  45,     4, -1,  38
730429,19991106,     9, -1,  19,     7,  1,   3
730434,19991111,     7,  0,  10,     6,  0,   6
730436,19991113,     2,  1,  48,     9, -1,  35
730436,19991113,     3,  1,  49,     5, -1,  10
730436,19991113,     4,  1,  45,     1, -1,  42
730443,19991120,     7,  1,  38,     2, -1,   0
730443,19991120,     8, -1,  34,     5,  1,  30
730443,19991120,     9,  1,  26,     4, -1,  23
