728903,19950902,     3,  0,  70,     2,  0,  26
728910,19950909,     3, -1,  45,     1,  1,  26
728910,19950909,     5,  1,  32,     7, -1,  18
728910,19950909,     8, -1,  29,     6,  1,  24
728917,19950916,     1, -1,  29,     9,  1,  14
728917,19950916,     3,  1,  77,     6, -1,  17
728917,19950916,     8,  1,  41,     4, -1,  14
728924,19950923,     5,  1,  41,     2, -1,  28
728924,19950923,     8, -1,  22,     1,  1,   3
728929,19950928,     4,  1,  31,     5, -1,   3
728931,19950930,     1, -1,  43,     6,  1,  22
728931,19950930,     8,  1,  35,     9, -1,  17
728938,19951007,     4, -1,  37,     2,  1,  21
728938,19951007,     5, -1,   9,     9,  1,   6
728938,19951007,     7,  1,  22,     8, -1,  17
728945,19951014,     3,  1,  72,     9, -1,  13
728945,19951014,     4,  1,  27,     7, -1,  25
728945,19951014,     8,  1,  44,     2, -1,  30
728952,19951021,     1, -1,  17,     5,  1,   0
728952,19951021,     3,  1,  42,     4, -1,  10
728952,19951021,     7,  1,  31,     9, -1,   7
728952,19951021,     6, -1,  41,     2,  1,  38
728959,19951028,     1, -1,  24,     4,  1,   3
728959,19951028,     2,  1,  42,     9, -1,  26
728964,19951102,     8,  1,  33,     3, -1,  28
728966,19951104,     1,  1,  17,     7, -1,  10
728966,19951104,     4, -1,  24,     9,  1,  23
728966,19951104,     5, -1,  30,     6,  1,  13
728973,19951111,     1,  1,  34,     2, -1,  17
728973,19951111,     3, -1,  28,     7,  1,  12
728973,19951111,     4,  1,  27,     6, -1,  19
728973,19951111,     8, -1,  21,     5,  1,  18
728980,19951118,     3,  1,  59,     5, -1,  17
728980,19951118,     7,  1,  28,     2, -1,  24
728980,19951118,     6, -1,  52,     9,  1,  23
728986,19951124,     7, -1,  30,     6,  1,  28
